pl_name,hostname,starsnum,planetsnum,discoverymethod,disc_year,disc_facility,orbital_period,pl_orbsmax,pl_radius,pl_mass,pl_orbeccen,pl_eqtemp,st_spectype,st_eff_temp,st_radius,st_mass,st_met,st_surface_gravity,sy_distance,sy_vmag,sy_kmag,sy_gaiamag
Kepler-94 b,Kepler-94,1,2,Transit,2014,Kepler,2.50806,0.03106,3.51,10.84,0,997,M0 V,4781,0.76,0.81,0.34,4.59,191.904,13.071,10.594,12.8567
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,W. M. Keck Observatory,820.3,,12.5,3126,,,M0 V,4781,0.76,0.81,0.34,4.59,191.904,13.071,10.594,12.8567
Kepler-940 b,Kepler-940,1,1,Transit,2016,Kepler,59.6225257,0.3059,3.34,11.1,0,486,,5769,0.96,0.97,-0.08,4.47,1260.78,15.727,14.019,15.4975
Kepler-941 b,Kepler-941,1,1,Transit,2016,Kepler,17.42395198,0.1311,3.08,9.69,0,722,,5539,0.86,0.89,-0.15,4.53,1088.36,15.803,13.864,15.5723
Kepler-942 b,Kepler-942,1,1,Transit,2016,Kepler,44.96417488,0.2298,2.13,5.18,0,379,,4861,0.75,0.81,0.09,4.59,216.354,13.25,10.842,13.0663
Kepler-943 b,Kepler-943,1,1,Transit,2016,Kepler,49.7701438,0.2559,5.93,29.5,0,455,,5612,0.91,0.93,-0.07,4.5,2300.53,15.76,13.97,15.6387
Kepler-944 b,Kepler-944,1,1,Transit,2016,Kepler,43.3167737,0.2288,2.63,7.41,0,459,,5409,0.83,0.86,-0.11,4.54,1349.43,15.636,13.851,15.7109
Kepler-945 b,Kepler-945,1,1,Transit,2016,Kepler,31.0033814,0.2037,2.63,7.41,0,616,,5718,0.97,0.97,-0.01,4.46,1651.25,15.599,14.293,15.8596
Kepler-946 b,Kepler-946,1,1,Transit,2016,Kepler,11.79162572,0.1002,1.93,4.38,0,857,,5665,0.93,0.94,-0.09,4.47,1137.29,15.011,13.295,14.9234
Kepler-947 b,Kepler-947,1,1,Transit,2016,Kepler,26.9644317,0.1773,2.28,5.82,0,573,,5508,0.87,0.9,-0.07,4.52,1730.78,16.064,13.972,15.7517
Kepler-948 b,Kepler-948,1,1,Transit,2016,Kepler,7.76846622,0.0749,1.85,4.08,0,841,,5679,0.94,0.96,-0.02,4.47,868.017,14.811,13.186,14.7858
Kepler-949 b,Kepler-949,1,1,Transit,2016,Kepler,8.6893073,0.0774,2.91,8.8,0,782,,5403,0.86,0.89,0.01,4.53,486.105,14.718,12.519,14.5084
Kepler-95 b,Kepler-95,1,1,Transit,2014,Kepler,11.5231,0.1017,3.42,13,0,927,,5699,1.41,1.08,0.3,4.17,445.656,12.382,10.801,12.3044
Kepler-950 b,Kepler-950,1,1,Transit,2016,Kepler,98.7180406,0.3982,8.98,59.6,0,360,,5857,1.02,1.02,0.02,4.44,2161.6,16,14.139,15.6813
Kepler-951 b,Kepler-951,2,1,Transit,2016,Kepler,71.52530845,0.3091,5.59,26.7,0,340,,4834,0.73,0.77,-0.01,4.6,382.509,14.841,12.251,14.4908
Kepler-952 b,Kepler-952,1,1,Transit,2016,Kepler,130.3546919,0.5183,7.65,45.4,0,369,,5730,0.99,1,0.06,4.45,1304.25,15.323,13.662,15.1882
Kepler-953 b,Kepler-953,1,2,Transit,2016,Kepler,88.40655258,0.392,4.21,16.5,0,410,,5416,0.99,0.95,0.26,4.42,258.893,11.871,10.295,12.1425
Kepler-953 c,Kepler-953,1,2,Transit,2016,Kepler,9.10967112,0.0862,1.19,1.81,0,873,,5416,0.99,0.95,0.26,4.42,258.893,11.871,10.295,12.1425
Kepler-954 b,Kepler-954,1,1,Transit,2016,Kepler,16.78176602,0.118,2.32,5.99,0,545,,4990,0.76,0.82,0.02,4.59,215.814,13.095,10.84,12.9432
Kepler-955 b,Kepler-955,1,1,Transit,2016,Kepler,14.53244172,0.1083,3.13,9.96,0,664,,5350,0.84,0.89,0.02,4.54,550.383,14.734,12.807,14.6273
Kepler-956 b,Kepler-956,1,1,Transit,2016,Kepler,5.24867263,0.0596,3,9.27,0,1056,,6040,1.15,1.1,0.02,4.36,544.939,13.387,11.958,13.2889
Kepler-957 b,Kepler-957,1,1,Transit,2016,Kepler,5.90741354,0.0559,5.5,25.9,0,769,,4963,0.75,0.81,-0.01,4.6,824.688,15.833,13.453,15.6906
Kepler-958 b,Kepler-958,1,1,Transit,2016,Kepler,9.7678805,0.0852,2.06,4.9,0,749,,5421,0.86,0.91,0.01,4.53,449.773,13.91,12.041,13.7299
Kepler-959 b,Kepler-959,1,1,Transit,2016,Kepler,14.80074836,0.1633,4.38,17.6,0,1912,,7005,2.01,1.6,0.02,4.04,807.729,12.606,11.544,12.466
Kepler-96 b,Kepler-96,1,1,Transit,2014,Kepler,16.2385,0.1235,2.67,8.46,0,711,,5690,1.02,1,0.04,4.42,122.881,10.568,8.868,10.2971
Kepler-960 b,Kepler-960,1,1,Transit,2016,Kepler,3.12686223,0.0414,2.29,5.86,0,1391,,4755,0.72,0.77,0.02,4.61,284.916,14.127,11.618,13.8413
Kepler-961 b,Kepler-961,1,1,Transit,2016,Kepler,16.87727414,0.1245,2.55,7.04,0,642,,5582,0.9,0.96,0.05,4.51,574.314,14.204,12.482,14.043
Kepler-962 b,Kepler-962,1,1,Transit,2016,Kepler,12.05707239,0.0984,1.97,4.54,0,689,,5478,0.86,0.93,0.01,4.54,411.486,13.68,11.904,13.558
Kepler-963 b,Kepler-963,1,1,Transit,2016,Kepler,9.97683705,0.0849,2.66,7.56,0,802,,5461,0.87,0.91,-0.02,4.52,771.494,15.091,13.158,14.9116
Kepler-964 b,Kepler-964,1,1,Transit,2016,Kepler,13.5225106,0.1063,2.12,5.14,0,652,,5427,0.84,0.93,0.03,4.55,454.626,14.061,12.139,13.9025
Kepler-965 b,Kepler-965,1,1,Transit,2016,Kepler,134.2527298,0.512,3.38,11.4,0,393,,5886,1.15,1.05,0.03,4.33,582.828,13.488,11.91,13.3334
Kepler-966 b,Kepler-966,1,1,Transit,2016,Kepler,99.747622,0.3907,4.13,16,0,391,,5840,1.02,1.02,0.04,4.43,1027.8,14.731,12.745,14.4435
Kepler-967 b,Kepler-967,1,2,Transit,2016,Kepler,13.22713379,0.1027,2.35,6.12,0,638,,5178,0.8,0.84,-0.03,4.56,568.546,14.702,12.396,14.4513
Kepler-967 c,Kepler-967,1,2,Transit,2016,Kepler,198.7112502,0.6253,3.65,12.9,0,258,,5178,0.8,0.84,-0.03,4.56,568.546,14.702,12.396,14.4513
Kepler-968 b,Kepler-968,1,3,Transit,2016,Kepler,3.69298373,0.0389,2,4.66,0,745,,4598,0.7,0.76,0.13,4.63,290.324,14.626,11.831,14.2499
Kepler-968 c,Kepler-968,1,3,Transit,2016,Kepler,5.70940492,0.052,1.69,3.5,0,644,,4598,0.7,0.76,0.13,4.63,290.324,14.626,11.831,14.2499
Kepler-969 b,Kepler-969,1,2,Transit,2016,Kepler,34.1731714,0.2027,2.07,4.94,0,465,,5214,0.82,0.92,0.22,4.57,390.354,13.865,11.897,13.7221
Kepler-969 c,Kepler-969,1,2,Transit,2016,Kepler,1.6829346,0.0272,0.99,0.937,0,1270,,5214,0.82,0.92,0.22,4.57,390.354,13.865,11.897,13.7221
Kepler-97 b,Kepler-97,1,2,Transit,2014,Kepler,2.58664,0.0356,1.48,3.51,0,1328,,5779,0.98,0.94,-0.2,4.43,400.907,12.994,11.345,12.813
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014,W. M. Keck Observatory,789,,,344,,,,5779,0.98,0.94,-0.2,4.43,400.907,12.994,11.345,12.813
Kepler-970 b,Kepler-970,2,1,Transit,2016,Kepler,16.73652231,0.1107,2.77,8.1,0,464,,4511,0.67,0.7,-0.08,4.64,331.545,15.21,12.215,14.8058
Kepler-971 b,Kepler-971,1,1,Transit,2016,Kepler,9.59070716,0.0827,2.13,5.18,0,1087,,5431,0.85,0.88,-0.06,4.54,338.522,13.483,11.422,13.2181
Kepler-972 b,Kepler-972,1,1,Transit,2016,Kepler,7.03932553,0.0734,4.65,19.5,0,1060,,6146,1.22,1.15,0.04,4.33,1198.03,15.084,13.373,14.8925
Kepler-973 b,Kepler-973,1,1,Transit,2016,Kepler,49.6077331,0.2508,1.96,4.5,0,402,,5213,0.78,0.86,-0.06,4.58,328.52,13.478,11.303,13.234
Kepler-974 b,Kepler-974,1,1,Transit,2016,Kepler,4.19449651,0.0419,1.57,3.09,0,577,,3687,0.5,0.52,0.07,4.76,134.311,15.295,11.056,14.4126
Kepler-975 b,Kepler-975,1,1,Transit,2016,Kepler,1.97034246,0.0303,1.48,2.79,0,1599,,4897,0.75,0.8,0.07,4.59,426.088,14.633,12.19,14.4518
Kepler-976 b,Kepler-976,1,1,Transit,2016,Kepler,105.9564148,0.4217,3.96,14.9,0,324,,5232,0.83,0.87,0.07,4.55,1012.41,15.861,13.887,15.8033
Kepler-977 b,Kepler-977,1,1,Transit,2016,Kepler,26.85328322,0.162,2.62,7.37,0,544,,5315,0.83,0.87,-0.01,4.55,568.751,14.754,12.92,14.8235
Kepler-978 b,Kepler-978,1,1,Transit,2016,Kepler,49.6221509,0.2726,2.99,9.22,0,546,,6002,1.09,1.07,-0.01,4.38,682.522,13.513,12.011,13.3744
Kepler-979 b,Kepler-979,1,1,Transit,2016,Kepler,8.0880135,0.0753,2.72,7.85,0,792,,5310,0.83,0.87,-0.02,4.54,576.503,14.882,12.732,14.625
Kepler-98 b,Kepler-98,1,1,Transit,2014,Kepler,1.54168,0.0256,1.99,3.55,0,1592,,5539,1.11,0.99,0.18,4.34,350.315,12.996,11.253,12.8694
Kepler-980 b,Kepler-980,1,1,Transit,2016,Kepler,11.55102504,0.1005,2.67,7.61,0,845,,5935,1.06,1.05,0.01,4.41,961.468,14.221,12.665,14.1122
Kepler-981 b,Kepler-981,1,1,Transit,2016,Kepler,4.46975774,0.0535,2.31,5.95,0,1103,,5718,0.96,0.98,0.01,4.47,878.082,14.875,13.169,14.7044
Kepler-982 b,Kepler-982,1,1,Transit,2016,Kepler,15.7738221,0.1291,2.25,5.69,0,955,,6139,1.29,1.16,0.05,4.28,801.479,13.099,11.895,12.9868
Kepler-983 b,Kepler-983,1,1,Transit,2016,Kepler,60.0855082,0.3148,2.36,6.17,0,485,,6052,1.08,1.13,0.12,4.42,714.437,14.1125,12.169,13.9863
Kepler-984 b,Kepler-984,1,1,Transit,2016,Kepler,43.0342272,0.2327,2.12,5.14,0,484,,5610,0.93,0.96,0.04,4.49,460.188,13.599,11.83,13.4677
Kepler-985 b,Kepler-985,1,1,Transit,2016,Kepler,116.331901,0.4451,2.98,9.17,0,323,,5434,0.85,0.91,0,4.54,679.361,14.904,13.019,14.7169
Kepler-986 b,Kepler-986,1,1,Transit,2016,Kepler,56.4349938,0.276,2.36,6.17,0,465,,5642,0.98,0.96,0.04,4.43,548.364,13.69,12.107,13.6421
Kepler-987 b,Kepler-987,1,1,Transit,2016,Kepler,105.3033148,0.4238,3.26,10.7,0,351,,5637,0.91,0.97,0.01,4.51,914.126,15.171,13.375,14.9789
Kepler-988 b,Kepler-988,1,1,Transit,2016,Kepler,17.76080053,0.1085,2.07,4.94,0,368,,4005,0.53,0.55,-0.32,4.73,304.889,15.578,12.29,15.2131
Kepler-989 b,Kepler-989,1,1,Transit,2016,Kepler,7.96431535,0.0734,2.21,5.52,0,805,,5074,0.78,0.82,0.01,4.58,491.978,14.717,12.415,14.4083
Kepler-99 b,Kepler-99,2,1,Transit,2014,Kepler,4.60358,0.0503,1.48,6.15,0,810,,4782,0.73,0.79,0.18,4.61,208.369,13.206,10.757,12.9618
Kepler-990 b,Kepler-990,1,2,Transit,2016,Kepler,9.91723428,0.0883,2.6,7.27,0,903,,5948,1.08,1.05,0.01,4.39,802.163,14.716,12.928,14.4949
Kepler-990 c,Kepler-990,1,2,Transit,2016,Kepler,0.53835431,0.0127,1.53,2.96,0,2386,,5948,1.08,1.05,0.01,4.39,802.163,14.716,12.928,14.4949
Kepler-991 b,Kepler-991,1,1,Transit,2016,Kepler,82.5342519,0.3104,2.54,6.99,0,260,,4392,0.61,0.64,-0.25,4.67,389.561,15.626,12.611,15.1476
Kepler-992 b,Kepler-992,1,1,Transit,2016,Kepler,20.16034462,0.1339,1.62,3.26,0,510,,4944,0.74,0.8,-0.04,4.6,259.639,13.557,11.274,13.3901
Kepler-993 b,Kepler-993,1,1,Transit,2016,Kepler,22.08557563,0.13,2.97,9.11,0,352,,3843,0.54,0.57,0.03,4.72,324.423,16.608,12.729,15.9243
Kepler-994 b,Kepler-994,1,1,Transit,2016,Kepler,1.15116651,0.0177,1.6,3.19,0,957,,3934,0.54,0.56,-0.13,4.72,188.158,15.046,11.453,14.4653
Kepler-995 b,Kepler-995,1,1,Transit,2016,Kepler,28.26731672,0.1701,2.7,7.75,0,517,,5206,0.8,0.83,-0.07,4.57,609.638,15.173,13.021,14.8814
Kepler-996 b,Kepler-996,1,1,Transit,2016,Kepler,3.77059058,0.0474,1.98,4.58,0,1272,,6014,1.14,1.09,0.03,4.36,1216.58,14.717,13.171,14.6387
Kepler-997 b,Kepler-997,1,1,Transit,2016,Kepler,2.70730672,0.0397,1.36,2.42,0,1709,,6150,1.56,1.22,0.05,4.14,467.568,11.521,10.608,11.8477
Kepler-998 b,Kepler-998,1,1,Transit,2016,Kepler,5.65377733,0.0626,2.32,5.99,0,1020,,6058,1.18,1.12,0.07,4.34,986.364,14.463,12.888,14.3408
Kepler-999 b,Kepler-999,1,1,Transit,2016,Kepler,5.99185702,0.0681,2.34,6.08,0,1355,,6237,1.65,1.29,0.05,4.11,545.063,12.364,10.916,12.2343
L 168-9 b,L 168-9,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.4015,0.02091,1.39,4.6,0.21,965,M1 V,3800,0.6,0.62,0.04,4.04,25.1496,11.005,7.082,10.2316
L 98-59 b,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),2.2531136,0.02191,0.85,0.4,0.103,627,M3 V,3415,0.3,0.27,-0.46,4.86,10.6194,11.685,7.101,10.5976
L 98-59 c,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.6906777,0.0304,1.385,2.22,0.103,553,M3 V,3415,0.3,0.27,-0.46,4.86,10.6194,11.685,7.101,10.5976
L 98-59 d,L 98-59,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),7.4507245,0.0486,1.521,1.94,0.074,416,M3 V,3415,0.3,0.27,-0.46,4.86,10.6194,11.685,7.101,10.5976
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,Multiple Observatories,12.796,0.0717,1.56,3.06,0.128,342,M3 V,3415,0.3,0.27,-0.46,4.86,10.6194,11.685,7.101,10.5976
LHS 1140 b,LHS 1140,1,2,Transit,2017,MEarth Project,24.73694,0.0957,1.635,6.38,0.096,379,M4.5 V,3216,0.21,0.19,-0.24,5.06,14.9861,14.15,8.821,12.6706
LHS 1140 c,LHS 1140,1,2,Transit,2018,Multiple Observatories,3.77792,0.02734,1.169,1.76,0.274,709,M4.5 V,3216,0.21,0.19,-0.24,5.06,14.9861,14.15,8.821,12.6706
LHS 1478 b,LHS 1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.9495378,0.01848,1.242,2.33,,595,m3 V,3381,0.25,0.24,-0.13,4.87,18.2276,13.304,8.767,12.2598
LHS 1815 b,LHS 1815,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.81433,0.0404,1.088,8.7,0,617,M1,3643,0.5,0.5,-0.12,4.77,29.8424,12.167,7.993,11.2362
LHS 3844 b,LHS 3844,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.46292913,0.00622,1.303,2.25,,805,M5,3036,0.19,0.15,,5.06,14.8846,15.24,9.145001,13.3925
LP 714-47 b,LP 714-47,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.052037,0.0417,4.7,30.8,0.04,700,M0.0 V,3950,0.58,0.59,0.41,4.64,52.616,12.492,8.626,11.7282
LP 791-18 b,LP 791-18,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.948005,0.00969,1.12,1.46,0,650,M(6.1+/-0.7) V,2960,0.17,0.14,-0.09,5.12,26.4927,16.91,10.644,15.0715
LP 791-18 c,LP 791-18,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.989963,0.029392,2.31,5.95,0,370,M(6.1+/-0.7) V,2960,0.17,0.14,-0.09,5.12,26.4927,16.91,10.644,15.0715
LSPM J2116+0234 b,LSPM J2116+0234,1,1,Radial Velocity,2019,Calar Alto Observatory,14.4399,0.0876,3.71,13.3,0.183,,M3.0 V,3475,0.43,0.43,-0.05,4.95,17.6297,11.961,7.324,10.8595
LTT 1445 A b,LTT 1445 A,3,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.35882,0.03807,1.38,2.2,0.19,433,M2.5V,3337,0.28,0.26,-0.34,4.97,6.86929,10.59,6.496,10.0469
LTT 3780 b,LTT 3780,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.768448,0.01211,1.332,2.62,0,892,M4 V,3331,0.37,0.4,0.28,4.9,21.9814,13.14,8.204001,11.8465
LTT 3780 c,LTT 3780,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2519,0.07673,2.3,8.6,0.06,353,M4 V,3331,0.37,0.4,0.28,4.9,21.9814,13.14,8.204001,11.8465
LTT 9779 b,LTT 9779,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.792052,0.01679,4.72,29.32,0,1978,G7 V,5443,0.95,0.77,0.27,4.35,80.4373,9.79,8.016,9.60006
LkCa 15 b,LkCa 15,1,2,Imaging,2015,Large Binocular Telescope Observatory,,14.7,,,,,,4194,1.61,,0.26,3.65,158.152,12.025,8.163,11.5887
LkCa 15 c,LkCa 15,1,2,Imaging,2015,Large Binocular Telescope Observatory,,18.6,,,,,,4194,1.61,,0.26,3.65,158.152,12.025,8.163,11.5887
Lupus-TR-3 b,Lupus-TR-3,1,1,Transit,2007,Multiple Observatories,3.91405,0.0464,9.976,257.431,0,,,5000,0.82,0.87,,4.96,773.409,19.6202,15.068,18.765
MASCARA-1 b,MASCARA-1,1,1,Transit,2017,Multiple Observatories,2.14878,0.043,16.814,1175.971,0,2570,A8,7554,2.1,1.72,0,4,182.273,8.28,7.74,8.24243
MASCARA-4 b,MASCARA-4,2,1,Transit,2020,Multiple Observatories,2.82406,0.047,17.15,985.273,0,2100,A7 V,7800,1.92,1.75,0,4.1,170.696,8.191,7.75,8.17401
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,Microlensing,2008,MOA,,0.62,1.63,3.3,,,,,,0.06,,,1000,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,Microlensing,2008,MOA,,6.5,13.9,260,,103,,,,0.3,,,5800,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,Microlensing,2009,MOA,,1.1,5.18,23.4,,,,,,0.21,,,7700,,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,Microlensing,2013,MOA,,2.7,13,1300,,,K,,,0.56,,,3300,,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,Microlensing,2011,MOA,2774,3.2,3.21,10.4,,,,,,0.56,,,3040,,,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,Microlensing,2010,MOA,,2.03,9.64,67.3,,,,,,0.52,,,7050,,19.98,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,Microlensing,2010,MOA,1982,1.8,13.2,830,,,,,,0.19,,,5690,,,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,Microlensing,2012,MOA,,1.21,12.4,3500,,,,,,0.16,,,2800,,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,Microlensing,2018,MOA,,2.42,14.2,170,,,,,,0.58,,,3500,24.3,18.3,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,Microlensing,2013,MOA,,0.92,2.99,9.2,,,,,,0.11,,,810,,18.76,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,Microlensing,2015,MOA,,1.72,11.1,86,,,,,,0.18,,,6430,,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,Microlensing,2012,MOA,,2,13.6,480,,,,5950,,0.67,,,2300,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,Microlensing,2016,MOA,,4.14,5.99,30,,,,,,0.75,,,7380,,19,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,Microlensing,2014,MOA,,0.95,4.29,17,,,,,,0.11,,,7200,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,Microlensing,2018,MOA,,0.69,4.43,18,,,,,,0.15,,,4400,,23.4,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,Microlensing,2012,MOA,547.5,1.1,12.9,1500,,,,,,0.86,,,7720,,,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,Microlensing,2013,MOA,,4.3,12.4,3690,,,,,,0.39,,,7560,,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,Microlensing,2017,Multiple Observatories,,10.2,12.6,2700,,,,,,0.49,,,5300,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,Microlensing,2017,MOA,,0.9,2.48,6.7,,,,,,0.1,,,7210,,23.93,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,Microlensing,2014,MOA,,3.03,13.2,871,,,,,,0.88,,,6720,,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,Microlensing,2016,MOA,,0.93,1.62,3.24,,,,,,0.02,,,850,,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,Microlensing,2018,MOA,,0.24,6.42,33.7,,,,,,0.01,,,7100,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,Microlensing,2017,MOA,,1.39,13.2,890,,,,,,0.29,,,6500,,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,Microlensing,2018,MOA,,0.95,14.1,200,,,,,,0.15,,,6800,,,
MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012,MOA,,8.3,13,1200,,,,,,0.75,,,5100,,,
MOA-bin-29 b,MOA-bin-29,1,1,Microlensing,2019,MOA,,0.48,14.1,190,,,,,,0.03,,,7120,44.61,33.11,
MXB 1658-298 b,MXB 1658-298,2,1,Eclipse Timing Variations,2017,Multiple Observatories,760,1.613,12,7532.571,,,,,,1.98,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,Radial Velocity,2014,Multiple Observatories,121.71,0.53,12.7,2126.2827,0.35,,K3 III,4284,39.59,9.06,-0.02,2.2,817.192,9.616,6.693,9.40374
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,Radial Velocity,2017,Multiple Observatories,511.21,,13.3,692.8694,0.16,,K4 III,4200,21.02,1.37,-0.02,1.8,821.918,9.814,6.494,9.25286
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,Radial Velocity,2014,Multiple Observatories,6.959,,12.3,101.7056,0.3,,G5 V,5780,0.99,1.01,0.023,4.44,872.92,14.569,12.965,14.4666
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,Radial Velocity,2014,Multiple Observatories,5.118,,14,127.132,0.28,,G5 V,5725,0.89,0.96,0.03,4.57,914.221,14.684,13.105,14.6201
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,Radial Velocity,2016,La Silla Observatory,4.087,,14.3,146.2018,0.15,,F9 V,6165,1.22,1.14,-0.046,4.3,830.822,13.699,12.337,13.5888
NGTS-1 b,NGTS-1,1,1,Transit,2017,Paranal Observatory,2.647298,0.0326,14.908,258.07796,0.016,790,M0.5,3916,0.57,0.62,0,4.71,218.121,15.667,11.936,14.8661
NGTS-10 b,NGTS-10,1,1,Transit,2020,Paranal Observatory,0.7668944,0.0143,13.507,687.14846,0,1332,K5 V,4600,0.7,0.7,-0.02,4.59,324.6986504,14.506,11.728,14.2604
NGTS-11 b,NGTS-11,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),35.45533,0.201,9.158,109.33352,0.13,435,K,5050,0.83,0.86,0.22,4.5,190.422,12.456,10.315,12.1895
NGTS-12 b,NGTS-12,1,1,Transit,2020,Paranal Observatory,7.532806,0.0757,11.747,66.10864,0,1257,G,5690,1.59,1.02,-0.03,4.04,446.442,12.382,10.588,12.1279
NGTS-13 b,NGTS-13,1,1,Transit,2021,Paranal Observatory,4.119027,0.0549,12.801,1538.2972,0.086,1605,,5819,1.79,1.3,0.25,4.04,647.595,12.744,11.141,12.5691
NGTS-14 A b,NGTS-14 A,2,1,Transit,2021,Paranal Observatory,3.5357173,0.0403,4.977,29.24036,0,1143,K1 V,5187,0.84,0.9,0.1,4.2,322.148,13.268,11.305,13.0986
NGTS-15 b,NGTS-15,1,1,Transit,2021,Paranal Observatory,3.27623,0.0441,12.33,238.68913,0,1146,G6 V,5600,0.95,0.99,0.15,4.4,786.485,14.669,12.907,14.4299
NGTS-16 b,NGTS-16,1,1,Transit,2021,Paranal Observatory,4.84532,0.0523,14.572,211.99155,0,1177,G7 V,5550,1.21,1,0.35,4.35,898.168,14.529,12.647,14.2311
NGTS-17 b,NGTS-17,1,1,Transit,2021,Paranal Observatory,3.24253,0.0391,13.899,242.8209,0,1457,G4 V,5650,1.34,1.02,0.15,4,1040.28,14.412,12.724,14.2136
NGTS-18 b,NGTS-18,1,1,Transit,2021,Paranal Observatory,3.05125,0.0448,13.563,129.99182,0,1381,G5 V,5610,1.39,1,0.15,4.16,1096.19,14.588,12.87,14.3896
NGTS-2 b,NGTS-2,1,1,Transit,2018,Paranal Observatory,4.511164,0.063,17.878,235.1942,0,1468,F5 V,6478,1.7,1.64,-0.06,4.2,356.391,10.789,9.799,10.8605
NGTS-3 A b,NGTS-3 A,2,1,Transit,2018,Paranal Observatory,1.6753728,0.023,16.589,756.4354,,,G6 V,5600,0.93,1.02,0.12,4.45,743.972,14.669,12.814,14.4878
NGTS-4 b,NGTS-4,1,1,Transit,2019,Paranal Observatory,1.3373508,0.019,3.18,20.6,0,1650,,5143,0.84,0.75,-0.28,4.5,280.555,13.138,11.073,12.9092
NGTS-5 b,NGTS-5,1,1,Transit,2019,Paranal Observatory,3.3569866,0.0382,12.733,72.78307,0,952,K2 V,4987,0.74,0.66,0.12,4.52,306.779,13.789,11.612,13.526
NGTS-6 b,NGTS-6,1,1,Transit,2019,Paranal Observatory,0.882059,0.01677,14.863,425.57437,0,1284,,4730,0.75,0.77,0.11,4.7,308.262,14.237,11.65,13.8175
NGTS-8 b,NGTS-8,1,1,Transit,2019,Paranal Observatory,2.4997,0.035,12.218,295.5819,0.01,1345,K0 V,5241,0.98,0.89,0.24,4.41,428.976,13.69,11.642,13.4954
NGTS-9 b,NGTS-9,1,1,Transit,2019,Paranal Observatory,4.43527,0.058,11.994,921.707,0.06,1448,F8 V,6330,1.38,1.34,0.31,4.37,609.128,12.868,11.452,12.6547
NN Ser c,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,5573.55,5.35,12.6,2329.6,0.08,,WD,57000,,0.54,,,515.818,16.943,16.168,16.5905
NN Ser d,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,2883.5,3.43,13.3,731,0.19,,WD,57000,,0.54,,,515.818,16.943,16.168,16.5905
